,filename,gender label,sightengine label,sightengine male,sightengine female,rekognition label,rekognition male,rekognition female
0,29_1_0_20170104185616837.jpg.chip.jpg,1,Male,0.91,0.09,Female,1.4856491088867188,98.51435089111328
1,30_1_0_20170117170425322.jpg.chip.jpg,1,Female,0.07,0.93,Female,0.48323822021484375,99.51676177978516
2,22_1_0_20170110173815028.jpg.chip.jpg,1,Female,0.31,0.69,Female,0.7984466552734375,99.20155334472656
3,28_1_0_20170117122001989.jpg.chip.jpg,1,Female,0.03,0.97,Female,0.6982879638671875,99.30171203613281
4,26_1_0_20170116235045805.jpg.chip.jpg,1,Female,0.08,0.92,Female,0.402069091796875,99.59793090820312
5,30_1_0_20170117183633526.jpg.chip.jpg,1,Female,0.07,0.93,Female,0.060882568359375,99.93911743164062
6,20_1_0_20170117141338600.jpg.chip.jpg,1,Female,0.04,0.96,Female,0.3541259765625,99.6458740234375
7,29_1_0_20170103181745425.jpg.chip.jpg,1,Female,0.01,0.99,Female,0.5425567626953125,99.45744323730469
8,24_1_0_20170111182452781.jpg.chip.jpg,1,Female,0.01,0.99,Female,0.85382080078125,99.14617919921875
9,35_1_0_20170105162234814.jpg.chip.jpg,1,Female,0.02,0.98,Female,1.743988037109375,98.25601196289062
10,26_1_0_20170116164344661.jpg.chip.jpg,1,undetermined,,,Female,24.524192810058594,75.4758071899414
11,26_1_0_20170116165702615.jpg.chip.jpg,1,Female,0.32,0.68,Female,15.950736999511719,84.04926300048828
12,32_1_0_20170117180018829.jpg.chip.jpg,1,undetermined,,,Female,0.24160003662109375,99.7583999633789
13,24_1_0_20170117150424339.jpg.chip.jpg,1,Female,0.06,0.94,Female,0.0485992431640625,99.95140075683594
14,35_1_0_20170117145000436.jpg.chip.jpg,1,Female,0.07,0.93,Female,0.1439361572265625,99.85606384277344
15,35_1_0_20170117190350409.jpg.chip.jpg,1,Female,0.04,0.96,Female,0.55029296875,99.44970703125
16,26_1_0_20170113210605016.jpg.chip.jpg,1,Male,0.68,0.32,Male,54.972076416015625,45.027923583984375
17,19_1_0_20170104011946801.jpg.chip.jpg,1,Female,0.06,0.94,Female,26.740562438964844,73.25943756103516
18,26_1_0_20170117091834220.jpg.chip.jpg,1,Female,0.33,0.67,Female,1.7860031127929688,98.21399688720703
19,26_1_0_20170117003245354.jpg.chip.jpg,1,Female,0.07,0.93,Female,0.5572891235351562,99.44271087646484
20,25_1_0_20170116213524092.jpg.chip.jpg,1,Female,0.18,0.82,Female,0.03154754638671875,99.96845245361328
21,27_1_0_20170103182501706.jpg.chip.jpg,1,Female,0.01,0.99,Female,0.46623992919921875,99.53376007080078
22,26_1_0_20170116170915992.jpg.chip.jpg,1,Female,0.28,0.72,Female,0.39603424072265625,99.60396575927734
23,29_1_0_20170104165932577.jpg.chip.jpg,1,Female,0.01,0.99,Female,7.049407958984375,92.95059204101562
24,25_1_0_20170113005444622.jpg.chip.jpg,1,Female,0.09,0.91,Female,0.22055816650390625,99.7794418334961
25,26_1_0_20170117201443317.jpg.chip.jpg,1,Female,0.25,0.75,Female,1.5614700317382812,98.43852996826172
26,22_1_0_20170116220936851.jpg.chip.jpg,1,undetermined,,,Female,2.00006103515625,97.99993896484375
27,29_1_0_20170117130631165.jpg.chip.jpg,1,Female,0.11,0.89,Female,0.27655792236328125,99.72344207763672
28,31_1_0_20170103182536130.jpg.chip.jpg,1,Female,0.02,0.98,Female,1.9830169677734375,98.01698303222656
29,22_1_0_20170112233748358.jpg.chip.jpg,1,Female,0.14,0.86,Female,0.3924407958984375,99.60755920410156
30,30_1_0_20170117140336640.jpg.chip.jpg,1,Female,0.07,0.93,Female,0.02816009521484375,99.97183990478516
31,31_1_0_20170109132941538.jpg.chip.jpg,1,Female,0.08,0.92,Female,12.285652160644531,87.71434783935547
32,32_1_0_20170104204331019.jpg.chip.jpg,1,Female,0.04,0.96,Female,15.666458129882812,84.33354187011719
33,25_1_0_20170116003513392.jpg.chip.jpg,1,Female,0.02,0.98,Female,0.96807861328125,99.03192138671875
34,32_1_0_20170103183219410.jpg.chip.jpg,1,Female,0.04,0.96,Female,4.486656188964844,95.51334381103516
35,25_1_0_20170117193330822.jpg.chip.jpg,1,Female,0.04,0.96,Female,0.16302490234375,99.83697509765625
36,25_1_0_20170117141726361.jpg.chip.jpg,1,Female,0.2,0.8,Female,0.21404266357421875,99.78595733642578
37,30_1_0_20170117181416245.jpg.chip.jpg,1,Female,0.28,0.72,Female,0.041229248046875,99.95877075195312
38,35_1_0_20170117180008549.jpg.chip.jpg,1,Female,0.04,0.96,Female,0.35761260986328125,99.64238739013672
39,35_1_0_20170117092559828.jpg.chip.jpg,1,Female,0.05,0.95,Female,7.407501220703125,92.59249877929688
40,35_1_0_20170117140823431.jpg.chip.jpg,1,Female,0.17,0.83,Female,1.2877120971679688,98.71228790283203
41,26_1_0_20170112213001988.jpg.chip.jpg,1,Female,0.01,0.99,Female,0.25075531005859375,99.7492446899414
42,18_1_0_20170109213451167.jpg.chip.jpg,1,Female,0.06,0.94,Female,3.1206283569335938,96.8793716430664
43,24_1_0_20170103180642496.jpg.chip.jpg,1,Female,0.32,0.68,Female,1.5874557495117188,98.41254425048828
44,34_1_0_20170103183147490.jpg.chip.jpg,1,Female,0.05,0.95,Female,3.4274826049804688,96.57251739501953
45,32_1_0_20170117134735611.jpg.chip.jpg,1,Female,0.01,0.99,Female,0.7209396362304688,99.27906036376953
46,27_1_0_20170117164325646.jpg.chip.jpg,1,Male,0.72,0.28,Female,48.288429260253906,51.711570739746094
47,29_1_0_20170104192921991.jpg.chip.jpg,1,Female,0.02,0.98,Female,1.393218994140625,98.60678100585938
48,18_1_0_20170103201359471.jpg.chip.jpg,1,Female,0.01,0.99,Female,0.2933502197265625,99.70664978027344
49,25_1_0_20170109213201198.jpg.chip.jpg,1,Female,0.04,0.96,Female,0.09841156005859375,99.9015884399414
50,26_1_0_20170117152551661.jpg.chip.jpg,1,Female,0.05,0.95,Female,0.0755462646484375,99.92445373535156
