,filename,gender label,sightengine label,sightengine male,sightengine female,rekognition label,rekognition male,rekognition female
0,19_1_2_20170116163806963.jpg.chip.jpg,1,Female,0.01,0.99,Female,12.07574462890625,87.92425537109375
1,26_1_2_20170116184020867.jpg.chip.jpg,1,Female,0.01,0.99,Female,4.00982666015625,95.99017333984375
2,26_1_2_20170104020230700.jpg.chip.jpg,1,Female,0.01,0.99,Female,4.293235778808594,95.7067642211914
3,34_1_2_20170104204327523.jpg.chip.jpg,1,Female,0.29,0.71,Female,2.0855331420898438,97.91446685791016
4,26_1_2_20170104015910819.jpg.chip.jpg,1,Female,0.01,0.99,Female,2.5800247192382812,97.41997528076172
5,26_1_2_20170116175341740.jpg.chip.jpg,1,Female,0.01,0.99,Female,1.0900115966796875,98.90998840332031
6,26_1_2_20170116183752068.jpg.chip.jpg,1,Female,0.02,0.98,Female,1.7002029418945312,98.29979705810547
7,24_1_2_20170104020224692.jpg.chip.jpg,1,Female,0.01,0.99,Female,0.8822174072265625,99.11778259277344
8,35_1_2_20170116185947151.jpg.chip.jpg,1,Female,0.01,0.99,Female,6.939949035644531,93.06005096435547
9,21_1_2_20170116170754019.jpg.chip.jpg,1,Female,0.06,0.94,Female,0.27504730224609375,99.7249526977539
10,28_1_2_20170109002652355.jpg.chip.jpg,1,Male,0.54,0.46,Female,0.37137603759765625,99.62862396240234
11,28_1_2_20170116162147060.jpg.chip.jpg,1,Female,0.02,0.98,Female,2.709808349609375,97.29019165039062
12,24_1_2_20170116174411079.jpg.chip.jpg,1,Female,0.07,0.93,Male,63.94694900512695,36.05305099487305
13,23_1_2_20170116173152188.jpg.chip.jpg,1,Female,0.01,0.99,Female,0.45742034912109375,99.5425796508789
14,30_1_2_20170116192730574.jpg.chip.jpg,1,Female,0.04,0.96,Female,0.14131927490234375,99.85868072509766
15,29_1_2_20170116163350492.jpg.chip.jpg,1,Female,0.01,0.99,Female,0.7234725952148438,99.27652740478516
